riddle,choice0,choice1,choice2,choice3,choice4,label
让红旗插遍大地 （中药名）,再造丸,龟龄集,中药,女金胶囊,定坤丹,2
背上背着屋，顶上顶着角，屋是一个壳，角是两条肉。 （打一爬行动物）,青蛙,蜗牛,乌龟,屎壳郎,小瓢虫,1
三角脑袋披绿袍，最爱不时耍大刀。 （打一动物）,动物园里,鹤,蓝马鸡,跳蚤,蚕豆,1
一只大炮筒，张嘴雾蒙蒙，果园来回跑，除病灭害虫。 （打一物）,靰鞡,衣架,锅,药碾子,潜水服,3
秋风吹渭水 （四字俗语）,流里流气,不上不下,扭扭捏捏,窝憋,难为情,0
头顶两只角，身背一只镬。只怕晒太阳，不怕大雨落（打一动物名）,屎壳郎,小瓢虫,乌龟,蜗牛,青蛙,2
叶纷飞、花凋零，烟散雨蒙蒙 （打成语一）,落落大方,端庄,秀外慧中,举手投足,温文尔雅,0
中途遇僧人 （打一成语）,变化无穷,帮帮忙,悠然自得,知法犯法,明白人,3
身体半球形，背上七颗星，专吃小蚜虫，棉花最欢迎。 （打一昆虫）,蟑螂,黄渡,鳄鱼,盲僧,瓢虫,4
小小诸葛亮，独坐军中帐，摆成八卦阵，专抓飞来将（打一动物名）,蠓虫,老虎,龟,海豚,狍子,1
有翼无毛肚里空，有头无项响如钟，今年八月回家去，明年端午再相逢。 （打一动物）,死射,猞猁,鹦鹉,雏鸡,菜青虫,3
保护视力 （打俗语三字）,爱面子,斤斤计较,小心眼,无理取闹,记仇,2
忽闻楚歌，一败涂地 （汤剂名）,鸡鸣散,指迷茯苓丸,延胡索,防己,当归拈痛汤,0
进出口 （打一成语）,期期艾艾,支支吾吾,吞吞吐吐,吱吱唔唔,张口结舌,4
一天过去，脱件衣裳，一年过去，全身脱光。 （打一物）,塑料玩具,捣臼,呼噜噜,炕,空姐,4
一棵树，屋檐高，周身生仔裹脚条，叭哒一刀，合仆一跤，掮掮就跑。 （打一植物）,甘蔗,白芋,芦粟,稻子,罗汉豆,0
两个小偷密谋 （打一成语）,吞吞吐吐,曹冲称象,心病还需心药医,此地无银三百两,夏日可畏,3
东墙不念情 （打三字古代书名）,聊斋志异,王实甫,西厢记,红楼梦,元杂剧,2
两个姐妹一样高，天天炉边捡柴烧。 （打一物）,吊耳,泡沫灭火器,小鸡,收音机,割炬,4
一夜无话，天亮再说。 （打一成语）,三言两语,占山为王,转述,犹豫不决,两宫太后,0
又圆又扁，顶到老婆肚脐，腰尽挪尽挪，脑壳尽点尽点。 （打一物）,漂白剂,绑绳,冰片,砟,漂白剂,1
水中贝 （打一成语）,乌合之众,兵败如山倒,一触即溃,望风而逃,丢盔弃甲,3
身上红彤彤，心里亮晶晶，节日上门楼，脸上笑盈盈。 （打一物品）,蜡烛,铃铛,窗花,灯笼,炮竹,3
泉孔 （金鱼品种）,舌大,金鱼,红顶虎,波斯猫,水泡眼,1
山雨欲来风满楼 （打一称谓）,谭奇川,烦恼的喜事,气象先生,春归红楼,何岩柯,2
体魄 （中国电影）,腊尽,幸福最晴天,吸毒女,这片黑土地,愤怒的人,2
歇时不见脚，行时八只脚，休道我脚多，肚里还有两只脚。 （打一物）,手帕,霹雳,筛子,野万年青,十字镐,2
一缕杨柳含春意，半江清流映斜辉 （名著）,红楼梦,金陵十二钗,聊斋志异,曹雪芹,西厢记,4
围篱安居 （打一称谓）,体育记者,特约,撰稿人,专栏作家,名嘴,1
关胜李逵亮兵器 （打一成语）,铁腕,拨乱反正,打破常规,大刀阔斧,改头换面,3
向前看能消愁解闷 （打成语一）,隐瞒,挑拨离间,扫灭,没落,劳民费财,4
节流计划 （打一成语）,不足为奇,高徒,撞破南墙,明白人,万壑争流,0
过磅验收 （打一成语）,出口伤人,小家子气,斤斤计较,精打细算,鸡毛蒜皮,2
边走边哭诉 （打一成语）,天衣无缝,轻灵,一气呵成,行云流水,羚羊挂角,3
一石激起千层浪 （经济作物）,夏玉米,莴笋,水稻,胡萝卜,水稻,2
头大身子细，黑红珍珠粒，能养人和马，可造白兰地。 （打一植物）,小麦,玉米,青稞,糜子,高粱,1
身穿麻布漏斗，抬到黄牙海口，有力进口，无力出手。 （打一动物）,蚬子,墨鱼,蛤蜊,海螺,沙蟹,0
仁 （打一旧称谓）,扁担,乔治·桑,世兄,令郎,音乐家,2
繁红一夜经风雨 （三字口语）,有出息,单着,打光棍,老姑娘,守活寡,0
牛犊山坡奔得欢 （打一成语）,拉杆子,不男不女,打了就跑,无心之过,妙不可言,2
共八十二加二 （小说）,中国作家,棋王,世界智力运动会,保卫延安,世界智力运动会,0
没有脚，没有手，背起房子慢慢走。 （打一动物）,小瓢虫,青蛙,蜗牛,乌龟,屎壳郎,2
小时嫩又绿，大了有出息，身体节节高，头上顶火炬。 （打一植物）,糜子,玉米,小麦,青稞,高粱,1
文化兵 （打一成语）,官僚,广开言路,繁荣,有识之士,群策群力,3
小小古月有黑白，若要用时将它拍。 （打一植物）,蒜,葱,茴香,胡椒,罗勒叶,2
一阵狂飚吹落雨 （打一称谓）,朱棣文,特命全权大使,老公公,澎湃新闻,作家,4
一朵葵花海里开，颜色艳丽真可爱，引得小鱼小虾来，抓住它们当小菜。 （打一动物）,獭兔,投食,金雕,田鼠,退票,3
虎头燕尾，一张硬嘴，吃铜咬铁，不知劳累。 （打一工具）,裁纸刀,撬杠,锯子,缝衣针,老虎钳,4
披着大黄袍，戴着大围脖。 （打一动物）,羚羊,大象,老虎,百兽之王,狮子,0
我当将军一寸长，身挂万把刀和枪，三岁娃娃来找我，哭哭啼啼喊爹娘。 （打一动物）,蜈蚣,蛇,巨蟒,毒虫,蟾蜍,1
获奖号码记在胸 （打一成语）,信得过,底细,心中有数,八九不离十,了如指掌,2
今后才能当领导 （打一成语）,也许以后,来日方长,你我之间,天下没有不散的宴席,再见,1
一吻入高堂 （打一称谓）,公爹,亲家母,婆婆,儿媳,二婶,1
劝以千金市骨 （打一外国称谓）,哈里发,查理一世,罗马教皇,王储,君士坦丁,4
生在湖畔喜欢水，性情残暴不孤独，皮毛随着季节变，冬天稠密夏稀疏。 （打一动物）,獭兔,梅花鹿,水貂,山羊绒,貉子,3
山呼万岁 （鸟名）,叫天子,使我不得开心颜,扑楞楞,花喜鹊,登高,4
绝色 （打成语一）,哭笑不得,难堪,无言以对,答非所问,惭愧,2
怀疑病 （打成语一）,肆虐,水落石出,诗品,唇枪舌剑,谦虚谨慎,3
哑巴說话 （打一常用成语）,与虎谋皮,呼风唤雨,翻手为云,四面楚歌,机关算尽,3
法官精减主审员 （打三字称谓）,交警,录问,kfs,门外汉,义父,3
身子还没腿儿长，空中也能盖座房；不用泥砖不用梁，爬过之后就是床。 （打一动物）,蜘蛛,虫,蜥蜴,怪物,蝎子,1
一服见效 （打四字俗语）,对症下药,夸下海口,丢了西瓜拣芝麻,夺路,穷追不舍,0
一路风光如画图 （打一书名）,文化苦旅,动机与人格,李泽厚,美的历程,西方哲学史,3
长兄为父 （古称谓）,大管家,左膀右臂,少奶奶,二把手,顶头上司,2
处处居首位，坚定不能移，别人皮包骨，我是骨包皮。 （打一物）,蓑衣,白巾,粗布,斗笠,蒙面人,4
上天从云，下界随虫 （动物名）,青口贝,罗非鱼,龙虾,螃蟹,生蚝,1
朝来初听马蹄声 （三字俗语）,哪会,平白无故,老家伙,谁知道,天晓得,3
一物三个口，人人都有，人在物不在，难见亲朋友。 （打一物）,吊扇,色拉油,随身听,十字镐,钥匙,4
世上谁人不识君 （球星雅号）,教父,史努比,里瓦尔多,足球皇帝,普拉蒂尼,0
马上到海南 （中国电影）,龟,西海,蛇岛,水母,龙宫,2
结绳治政 （书目）,竹书纪年,史记索隐,艺文类聚,通典,裴骃,0
头戴清凉伞，身穿紫龙袍，别人道我年纪小，瞧我胡须都白了。 （打一农作物）,香菇,南瓜,萝卜,红薯,芋头,1
一物生来四只脚。瓜子脸，梅花脚，五六月间穿皮货。 （打一动物）,兔子,黑猫,黄鼠狼,猎狗,狐狸,3
天下奇花有百家，怎比昆明这一花，红色不矫形如树，名扬四海大家夸。 （打一花卉）,山茶花,野蔷薇,小雏菊,牡丹,风信子,3
长长一只篓，上下三个口，有我才出门，没我无法走。 （打一生活物）,洗衣粉,奶嘴,烟杆,电击器,缝衣针,4
吊睛白额隐约可见 （报刊名）,虎影,醉步,说时迟，那时快,一啸,龙,4
壮丽 （打一报刊名）,健与美,国标舞,摄影世界,跆拳道,足球宝贝,0
绝顶双峰横锁抱 （聊斋志异篇目）,杨福,刘达,令公,王成,张老,0
关云长与程咬金 （打成语一）,打破常规,拨乱反正,改头换面,铁腕,大刀阔斧,0
高原之舟全身宝，耐寒耐饥体质好。 （打一动物）,蜈蚣,鳗,箭毒蛙,纺织娘,鹿肉,4
大巧背小巧（打一成语）,一个萝卜一个坑,构陷,旁门左道,普天之下,乐极生悲,2
有位古怪老公公，网儿撒在半空中，早上网得珍珠子，晚上网得小飞虫。 （打一动物）,虫,蜘蛛,蜥蜴,怪物,蝎子,1
千万要记住 （打一成语）,心中有数,八九不离十,底细,信得过,了如指掌,1
直欲樵渔过此生 （八字俗语）,船上人家,靠山吃山，靠水吃水,得天独厚,鱼馆,就地取材,1
化妆表演 （打一成语）,以眼还眼,麻木,回心转意,心思缜密,欲盖弥彰,0
多年的种子未发芽 （打一成语）,轻灵,久经沙场,看的眼花缭乱,直插云霄,笔走龙蛇,1
生死恋 （中国电影）,人鬼情,聂小倩,霸王别姬,潘金莲之前世今生,聊斋,0
到这里为的是扫平威虎山 （打成语一）,笺天,绳之以法,不容分说,一触即发,瓮中捉鳖,3
没有什么不能说 （打一成语）,不务正业,穷极无聊,饱食终日,疯疯颠颠,心灰意懒,0
大红灯笼高高挂，火焰般的胖娃娃。 （打一水果）,沙果,山楂,释迦果,芒果,海棠,3
兄弟五六个，围着圆柱坐，大家一分手，衣服都扯破。 （打一植物）,芹菜,茄子,洋葱,大蒜,辣椒,2
一个哥哥凸肚皮，生对耳朵让人提，不怕水来不怕火，就怕肚里没东西。 （打一生活物）,收音机,指甲刀,鞋,指甲刀,凉席,2
红的瓜绿的瓜，一条细藤牵着它，藤儿断了瓜不落，飞上蓝天不回家。 （打一物）,地雷,敲开,阳台门,泡沫灭火器,鱼雷,4
欢乐进万家 （三字电影）,雅俗共赏,雪村,杨家将,锦绣国际,冰山上的来客,2
小偷的本领（打一成语）,一心两用,全局在胸,随机应变,知己知彼,眼观六路，耳听八方,0
不图外表图内心 （韵目）,思归乐,车前子,六鱼,车前子,三肴,2
巨人照 （打一成语）,大显身手,粉墨登场,初露锋芒,比拼,用武之地,0
生的伟大，死的光荣。 （花卉树木）,萱草,女贞,节节花,老少年,普赛克,4
家家户户戴口罩 （打一成语）,的幸福生活,听之任之,暖锅子,弹指之间,纷纷攘攘,1
“杭”错写成“航” （打一成语）,豆腐,死者为大,疑虑,一顺百顺,四处张望,3
行行复行行 （打一称谓）,九叔,三哥,五爷,嫂子,老弟,0
的士只搭熟乘客 （打一成语）,深入浅出,耳目一新,端午诗词,盛会,别开生面,4
千门桃与李 （中国电影）,腊尽,花枝俏,万家春,布谷,燕舞莺歌,2
空中小姐零用钱 （打成语一）,天女散花,腾云驾雾,蝴蝶,凌空飞舞,焰火,0
一棵古树十八丫，又结葡萄又结瓜，又结芝麻共枣子，又开栀子牡丹花。 （打一植物）,包谷粑,油茶,桂花,刺梨,枇杷,2
家里没别的 （打一成语）,劝告,青黄不接,出发点,拉呱,自扫门前雪,1
妹妹的诗稿今何在 （打成语一）,破口大骂,怒火中烧,咬牙切齿,暴跳如雷,气不打一处来,4
宁可食无肉，不可居无竹 （外国电影）,茶花女,简·爱,玩偶之家,悲惨世界,莎士比亚戏剧,1
照相底片（打一成语）,诬蔑,挑拨离间,颠倒黑白,指鹿为马,混淆是非,2
余死后可火化 （打成语一）,极致奢华,熏陶渐染,日下无双,榜尾,神不守舍,4
智斗 （打一书名）,亲密无间,子夜,三言两拍,卡伦·霍妮,望舒,2
侈 （打成语一）,疳证,毫不含糊,愚不可及,敲山震虎,愣愣,2
头戴红纱帽，身穿黑外套，登台做手势，走路唱徽调。 （打一动物）,蚂蚁,苍蝇,蚊子,老鼠,瓢虫,0
雨打螃蟹螃蟹跑 （打一成语）,抗手,横行天下,不过尔尔,举世无敌,望风而逃,4
身披一件大皮袄，山坡上面吃青草，为了别人穿得暖，甘心脱下自己毛 （动物）,狒狒,牦牛,野驴,骆驼,绵羊,4
身强力又壮，终生帮人忙，可叹老年时，却在刀下亡。 （打一动物）,蟒蛇,看家狗,黑猩猩,浪人情歌,屎壳郎,1
小伞一把把，长在大树下，不能当伞用，做菜顶呱呱。 （打一植物）,刺儿菜,马莲花,竹,山楂,柿子,4
牛郎织女一线牵 （外国民歌）,星星索,数字商标,客户群体,星星索,客户群体,0
秀才作清道夫 （打一成语）,道貌岸然,斯文扫地,滑天下之大稽,丑态百出,寡廉鲜耻,0
莫待晓风吹 （花卉树木）,虞美人,酴醾,夜合花,雁来红,天仙子,2
天下三分，前已注定。 （打一世界名著）,空镜子,我的前半生,一仆二主,虎妈猫爸,山楂树之恋,0
玉麒麟梁山翻船，黑旋风浔阳落江。 （打一成语）,匆匆,一团糟,被害,严惩不贷,神来之笔,4
青蓬蓬，蓬蓬青，泥土下一个红妖精。 （打一植物）,菠菜,西兰花,南瓜,柿子椒,胡萝卜,1
红姑娘，坐高楼，刮大风，摇摇头。 （打一农作物）,糜子,玉米,青稞,高粱,小麦,1
美德册帙内，光彩天地间。 （打一称谓）,消防兵,田和喜,中校,变态,老书记,4
一物原非是巧裁，高人巧手做出来，欲寻短路投水死，恩情不断再回来。 （打一物）,水瓢,舀子,吊桶,担杖,辘轳,1
最喜雨雪狂舞状 （六字俗语）,惹翻,吃不了兜着走,唯恐天下不乱,小鞋穿,颠三倒四,2
开园优惠20% （打二字中药名）,八角,葱,草果,绍酒,茴香籽,2
竹将军筑城自卫，纸将军四面包围，铁将军穿城而过，木将军把住后背。 （打一物）,炮竹,蜡烛,窗花,铃铛,灯笼,1
从南来个黑大汉，披着蓑衣露着蛋。 （打一动物）,苍蝇,蚂蚁,老鼠,瓢虫,蚊子,1
再次引产 （打一俗称谓）,呼风唤雨,印度英语,牌子曲,婆娘,老资格,3
腿长脚尖，爱画圆圈。 （打一文具）,橡皮,铅笔,尺子,圆规,剪刀,3
身体一节像根竹，削去青皮见白骨，刀砍斧劈去两头，只吃生来不吃熟。 （打一植物）,铁观音,慈姑,桂花,番茄,枣子,0
三分之二为须眉 （8字小说名一）,男人的一半是女人,杂文集,少年维特之烦恼,三言两拍,短篇小说,4
百合花，尖尖叶，苗像青蒜花似蝶。 （打一花卉）,香雪兰,马蹄莲,名花,茉莉,蜀葵,4
缄口不语 （打一古代著作）,文献通考,医典,残本,道藏,孝经,1
稿 （打成语一）,避招,书痴,豆蔻年华,溢美之辞,大模大样,4
女娲补天之物，穆王出游之骑 （商标品牌商号）,血豹,富康,华帝,金利,陈参墓,4
群峰霞映 （打一现代书名）,狼图腾,飞鹰,钢铁是怎样炼成的,矿山风云,保卫延安,3
天生一副奴才相，守在大门正中央，白天贪玩又好耍，晚上值班它最行。 （打一动物）,这种虫,灵猫,蛹,鸽,中华鳖,3
高丽 （花卉树木）,凌霄花,野蔷薇,芍药,木芙蓉,使君子,3
雨露均沾 （打成语一）,正题,笑逐颜开,异口同声,推己及人,缺衣少食,4
两块银瓦片，盖个小房间，有个胖娃娃，乖乖睡里边。 （打一动物）,螺,蚌,龟,鳖,螃,0
不正之风 （打俗语四字）,公子哥儿,油头粉面,流里流气,小混混,文质彬彬,2
样子像大鱼同，聪明又淘气；海中能救人，还能耍杂技。 （打一动物）,鲫鱼,丹顶鹤,猩猩,短吻鳄,中华鳖,4
风入四蹄轻 （称谓职务）,整理书包,美食家,爸爸,掌门,高才生,3
巴黎机场降落 （打一成语）,耳听八方,第六道,传道授业,吹弹得破,一传十，十传百,0
要想逃跑快加鞭 （四字常言）,夸夸其谈,趋炎附势,阿谀奉承,溜须拍马,见人说人话，见鬼说鬼话,3
小事一概不管 （打一称谓）,黎元洪,北洋政府,大总统,一级上将,首相,4
下笔总觉不灵敏 （野生蔬菜）,猴头菇,马铃薯,柞蚕,毛木耳,羊肚菌,0
对以前太多留恋 （打一称谓）,撰稿人,工程师,茅台,森林警察,青年作家,1
远看如一庙，近看无人到，脚踏机关动，小犬两边跳。 （打一物）,拖船,大麻,引信,锣,人行道,1
